Client ID,Name,Age,Location ID,Joined Bank,Banking Contact,Nationality,Occupation,Fee Structure,Loyalty Classification,Estimated Income,Superannuation Savings,Amount of Credit Cards,Credit Card Balance,Bank Loans,Bank Deposits,Checking Accounts,Saving Accounts,Foreign Currency Account,Business Lending,Properties Owned,Risk Weighting,BRId,GenderId,IAId
C1126,Steven Bailey,26,117,25-08-2020,+1-429-273-7793x98234,Australian,Engineer,Premium,Silver,48718.63,27535.97,3,25330.53,125714.14,75656.3,20771.6,56144.85,2472.83,53656.48,4,Low,3,1,417
C1127,Peter Olson,27,623,29-07-2016,+1-445-201-4979,New Zealander,Teacher,Basic,Platinum,213643.81,193945.33,5,34052.78,13223.02,105102.71,36497.92,67717.45,1737.18,8621.28,3,Low,4,1,416
C1128,Dustin Deleon,64,859,01-05-2018,+1-447-704-6812x313,New Zealander,Engineer,Standard,Silver,359704.82,57511.46,2,26150.27,156597.42,108394.06,8348.15,10154.45,23433.72,26876.45,0,Low,3,2,378
C1129,Misty Bishop,55,165,17-12-2019,(934)420-9510x1046,British,Artist,Basic,Gold,263189.36,158126.75,0,24980.5,113377.23,55785.48,12755.8,8232.39,17217.37,72277.84,1,High,5,1,145
C1130,Donna Holden,22,350,29-07-2023,+1-367-478-8566x35097,Australian,Doctor,Premium,Bronze,462506.48,61898.67,0,27643.24,182789.53,111359.21,20968.47,25744.16,12487.7,72028.79,2,Low,5,2,222
C1131,Linda Smith,54,789,19-12-2015,(714)879-3652x5734,Australian,Teacher,Standard,Gold,478417.32,29988.67,3,43301.61,154705.5,47293.97,4319.28,36539.69,11067.58,29159.51,2,High,5,1,575
C1132,Amanda Swanson,45,705,06-10-2016,(262)294-6968x65871,Indian,Teacher,Basic,Silver,100766.2,280395.28,0,11649.89,69284.74,126096.53,43859.93,76079.22,43.86,65730.39,5,High,3,1,310
C1133,Matthew Thornton,55,343,27-08-2023,+1-888-693-8103x74649,Indian,Doctor,Standard,Silver,364476.66,36977.73,1,44864.37,103951.84,105426.19,18624.6,77964.38,2547.07,9557.7,1,High,4,1,706
C1134,Victoria Grant,58,163,02-11-2018,(325)466-6242,Indian,Teacher,Standard,Platinum,152665.74,101352.59,3,35036.28,147070.57,48390.6,13597.79,5974.99,6081.38,77993.7,4,Low,2,1,268
C1135,James Bauer,50,577,27-08-2016,967.725.0354,British,Doctor,Standard,Platinum,483378.32,70214.51,2,23167.33,170496.44,14472.71,40379.85,24337.2,21141.14,60330.25,1,Medium,2,1,828
C1136,Julie Owens,37,464,24-03-2025,437.684.7399,Indian,Artist,Standard,Platinum,152278.39,297296.22,0,47604.83,170920.26,83837.11,27506.04,7578.02,3057.22,79380.97,0,Low,1,1,233
C1137,Jennifer Martinez,34,943,03-03-2023,+1-463-731-4907,Indian,Banker,Basic,Gold,303692.19,85057.99,0,1090.01,12894.41,135471.92,22171.57,10303.32,27152.34,82935.62,2,Low,1,2,151
C1138,Scott Clay,32,687,07-12-2019,(391)922-1482,Indian,Doctor,Premium,Gold,209882.84,133732.57,2,10735.81,37430.22,42698.33,44171.19,2771.96,18575.3,24578.48,2,Medium,4,2,162
C1139,Tom Carroll,27,386,27-11-2021,(702)407-1399x7244,Indian,Teacher,Premium,Silver,332046.69,241187.4,1,31537.72,160433.62,119432.09,49470.18,62553.26,10773.36,54451.78,3,Medium,5,2,497
C1140,Jeanne Williams,39,284,19-06-2020,(652)281-5589x55156,Australian,Banker,Basic,Silver,43772.63,245099.92,2,2929.56,198306.26,79885.41,38342.11,79968.46,29219.4,10013.43,5,Low,3,1,882
C1141,Kathleen Herring,36,689,03-05-2022,001-318-523-3772x26878,Indian,Banker,Standard,Silver,141179.03,102221.27,5,34881.33,182796.0,5202.78,35028.04,75804.7,16908.19,56310.89,1,Medium,5,2,279
C1142,Christopher Taylor,53,138,25-12-2016,2274724364,Australian,Engineer,Standard,Silver,39366.16,148616.81,2,45894.81,40292.88,20442.94,35846.88,73502.46,25328.52,32358.88,0,Low,5,1,892
C1143,Gina Huff,29,966,20-12-2021,(637)902-5060,British,Engineer,Premium,Bronze,305427.83,107602.71,2,6822.58,31500.78,142355.34,39592.13,76852.97,19475.41,17420.27,4,High,5,2,328
C1144,Hannah Sullivan,64,703,08-02-2016,(739)915-6960x83874,New Zealander,Doctor,Premium,Platinum,89853.73,221360.98,5,47434.91,78320.29,149148.19,48259.2,2590.62,18071.66,92103.82,4,Low,5,1,608
C1145,Kimberly Stephenson,31,439,25-12-2024,3053239961,Australian,Teacher,Premium,Platinum,108907.09,266742.87,0,41083.09,134004.91,109663.61,16787.47,911.65,6290.53,69317.61,2,Medium,1,1,149
C1146,Douglas Brady,46,548,18-04-2018,001-928-350-3213,Indian,Teacher,Premium,Bronze,444432.21,111857.04,3,5071.43,95897.85,129743.56,32548.48,54972.83,4879.7,7370.94,0,Medium,1,2,367
C1147,Kyle Cameron,28,175,07-11-2021,907-362-3617,British,Teacher,Premium,Silver,374032.99,168643.41,0,16897.53,197055.22,134090.7,35225.23,34505.87,19609.06,60731.76,3,Low,1,1,439
C1148,Jessica Allen,35,294,12-10-2021,565-691-4399x36114,Indian,Artist,Basic,Platinum,340481.01,96246.19,0,2481.77,114353.96,126138.32,7679.5,28866.31,12828.18,29454.94,5,High,5,2,304
C1149,Mathew Cox,28,126,26-09-2015,(905)439-2266x96723,New Zealander,Teacher,Basic,Platinum,489217.12,147335.49,0,15417.67,79493.47,73875.43,33052.0,7290.95,16323.78,18488.12,3,Medium,2,2,145
C1150,Grant Jones,38,550,15-01-2019,238.328.3813x02049,Indian,Banker,Standard,Platinum,295195.9,53827.9,5,33373.42,17141.46,52224.92,27072.45,77656.44,17691.79,55360.19,3,High,4,2,686
C1151,Bradley Frazier,37,587,16-06-2020,739.454.1272x57004,British,Engineer,Premium,Gold,265987.69,271131.97,4,33876.74,124054.62,18922.0,37859.44,13830.32,29531.04,97216.49,1,Low,1,2,180
C1152,Dana Sullivan,65,545,21-06-2023,504.666.1858x31249,New Zealander,Teacher,Basic,Platinum,180282.26,220859.87,0,4351.37,111272.84,83256.07,42831.21,41575.05,27514.86,1236.38,5,High,5,2,215
C1153,Gabrielle Jackson,48,253,12-03-2025,(220)745-2766x167,New Zealander,Artist,Basic,Gold,464716.24,173178.29,0,39287.28,173495.05,132140.23,43894.68,21130.93,19643.63,57202.32,3,Low,2,2,512
C1154,Amanda Hendrix,31,733,01-05-2021,816.536.7081x8806,Indian,Engineer,Premium,Platinum,354541.46,24294.38,3,46041.75,179406.27,4014.7,40869.3,24244.4,8410.4,49161.92,5,High,1,1,237
C1155,Christian Larson,41,861,23-07-2016,211.994.8109,Indian,Banker,Premium,Bronze,314340.19,35893.19,3,10569.53,164793.89,111400.78,37974.66,69375.12,24630.52,51526.97,1,Low,3,2,238
C1156,Charles White,55,682,08-07-2022,256.384.4104x2713,Australian,Teacher,Standard,Silver,423379.04,82352.18,3,2527.96,72075.02,30667.36,18417.6,37137.48,11908.27,92307.36,5,Low,2,2,600
C1157,Danielle Stone,60,556,28-03-2025,601.554.2648x788,New Zealander,Doctor,Basic,Platinum,191797.03,252919.59,2,37448.06,137770.11,43475.34,19328.28,13032.59,17167.74,96491.76,1,High,2,1,375
C1158,Hannah Frye,63,519,29-03-2025,+1-241-551-5719x0430,Australian,Engineer,Premium,Silver,334264.63,184331.17,0,11188.5,121668.78,141507.74,35637.02,56749.46,8261.36,89548.3,2,Medium,3,1,577
C1159,Nathan Robinson,41,793,06-04-2018,001-774-832-8274x969,Indian,Artist,Standard,Gold,270411.45,202083.08,2,28072.86,118754.51,43118.85,34220.66,38539.07,10088.51,27648.32,2,Medium,3,2,292
C1160,Monica Rose,31,629,10-10-2023,+1-351-586-3221,New Zealander,Engineer,Basic,Bronze,340449.25,207419.17,5,1272.76,99474.57,45045.09,45345.58,32367.91,22101.96,58302.37,4,Low,3,1,802
C1161,Molly Russo,56,753,17-06-2019,+1-627-229-8530,Indian,Banker,Basic,Platinum,427347.04,253785.22,4,9056.79,19520.61,20063.68,12932.59,64667.51,22887.55,18306.84,5,Medium,1,1,463
C1162,Teresa Trujillo,36,862,14-05-2021,943.683.6543,British,Doctor,Premium,Platinum,152462.84,95274.83,0,23526.83,173278.67,87952.62,47215.05,5697.26,26682.78,50047.74,5,Medium,5,2,523
C1163,Ricky Newman,25,991,12-12-2022,(362)716-3228x02593,New Zealander,Teacher,Standard,Platinum,222320.17,175127.04,3,7161.21,172478.79,27873.16,4040.57,26610.36,29599.21,31341.41,0,Low,4,2,314
C1164,Andrea Marshall,32,690,21-01-2025,+1-576-942-6002,New Zealander,Doctor,Standard,Silver,318805.48,193711.39,3,21451.27,95480.06,1695.7,26689.13,58452.73,28502.06,89200.64,4,Low,1,1,741
C1165,Juan Walter,37,331,21-08-2022,591.421.9212x2773,British,Banker,Standard,Gold,210268.72,180714.5,1,3264.35,9143.67,142321.04,22796.32,41623.07,15723.53,43366.52,5,Low,3,2,467
C1166,Bill Nash,34,268,09-12-2017,+1-472-348-1155x60658,Indian,Engineer,Standard,Silver,371769.35,48049.68,5,1095.66,100926.71,19351.14,35555.5,63370.17,11255.77,64032.11,4,High,1,1,777
C1167,Samuel James,28,769,07-09-2021,757-880-0317,Australian,Engineer,Basic,Gold,225884.52,120273.59,4,12636.91,140373.64,31618.74,34287.0,744.36,12626.14,10097.98,4,Medium,5,1,528
C1168,Sandra Hill,28,623,12-11-2018,(475)548-9247,Australian,Banker,Standard,Gold,263937.36,186610.52,2,41574.94,194623.94,54330.35,20487.81,12829.89,16444.16,91035.66,5,Medium,3,1,102
C1169,Kyle Jones,22,787,01-10-2024,+1-482-254-8160x812,Australian,Engineer,Basic,Bronze,100097.91,36123.98,4,3752.41,144715.25,135812.13,32216.84,36540.1,29318.73,26412.5,0,Low,2,1,972
C1170,Jeremiah Schwartz,40,468,14-08-2017,(919)538-2697,British,Doctor,Basic,Gold,74649.28,229879.16,0,483.62,27678.89,97432.6,16433.04,71562.21,28652.67,26830.94,5,Low,3,2,287
C1171,Joanne Watkins,29,510,10-07-2021,807-362-4873,Indian,Doctor,Premium,Bronze,354254.14,148691.05,3,32442.32,159381.91,17845.43,34808.49,4691.71,28274.01,15939.54,3,High,4,2,285
C1172,Randy Warren,61,488,31-03-2022,+1-406-655-8368,British,Artist,Standard,Silver,257047.44,151555.61,3,22034.39,12667.21,98591.06,618.01,69466.58,15744.54,74362.38,5,High,2,2,631
C1173,Tonya Johnson,55,804,29-12-2023,517.733.5959x1552,Australian,Doctor,Basic,Silver,256506.95,202476.09,5,19243.83,167806.6,84193.29,49389.58,4365.29,19301.96,15692.74,3,Medium,2,1,869
C1174,Dillon Martin,53,428,16-04-2018,001-982-663-6969,New Zealander,Banker,Premium,Gold,268256.79,169643.72,3,20163.85,47000.0,69405.09,40063.06,35847.89,25697.68,44706.81,0,Medium,1,1,513
C1175,Mark Brown,48,136,24-02-2025,(976)628-8397,Australian,Engineer,Basic,Platinum,448352.12,173076.45,5,33573.72,190071.03,55138.03,2713.76,17833.45,13633.8,56015.08,4,High,4,2,833
C1176,Donald Cobb,50,216,20-05-2019,001-841-466-3286x0020,Australian,Teacher,Standard,Platinum,196915.32,193761.74,2,27384.53,74778.07,16842.01,44843.86,39393.77,24655.16,74251.09,3,Low,3,1,292
C1177,Amber Mclaughlin,29,972,16-10-2022,(977)541-5197x71307,Indian,Teacher,Premium,Silver,366890.32,41252.07,3,2325.02,126648.09,101149.12,6160.96,71340.35,13721.64,58931.62,4,Low,4,1,643
C1178,Julia Tran,25,666,05-12-2021,928-229-7018,Indian,Artist,Premium,Silver,355154.32,60358.58,1,5177.7,131504.36,91317.96,16092.19,70511.25,12559.94,60899.37,5,Low,3,2,451
C1179,Christopher Herrera,40,563,07-06-2016,433-749-8639x778,New Zealander,Teacher,Premium,Platinum,426244.98,168863.73,2,35593.72,187102.42,95254.91,10044.45,49933.41,8717.38,34529.36,5,Low,2,2,827
C1180,Christina Lee,29,879,14-01-2021,700-361-9233,British,Artist,Premium,Bronze,346894.44,269221.14,4,14296.4,169460.22,121437.41,26136.5,2021.77,4359.8,67025.42,1,Medium,2,2,799
C1181,Gary Marks,38,249,06-03-2017,001-264-715-6722,Australian,Banker,Standard,Gold,198580.75,141252.41,4,43401.77,147898.5,129861.38,37120.64,44901.64,7127.86,78430.72,5,Medium,1,2,496
C1182,Todd Lee DVM,48,907,22-01-2019,(949)375-8408,British,Artist,Standard,Gold,379524.88,68895.29,3,41499.17,182297.28,105989.73,32381.62,60408.62,16398.45,60338.7,5,Low,3,2,281
C1183,Mrs. Jennifer Hawkins,65,176,07-07-2024,617.692.5244,New Zealander,Teacher,Basic,Gold,207283.17,134267.27,4,13211.98,32185.77,127056.12,282.26,37306.51,28124.83,3994.06,2,High,1,2,602
C1184,Cheryl Butler,58,663,02-08-2022,001-388-675-3793x11800,British,Engineer,Basic,Platinum,276935.68,287526.44,4,3408.82,101028.07,62973.76,26851.8,7355.64,6635.94,21335.38,2,Medium,3,2,323
C1185,Samantha Day,61,643,03-06-2020,001-705-886-6839x886,Indian,Artist,Basic,Gold,83919.32,110342.11,1,45224.82,122740.22,93548.62,47944.84,54604.11,9628.11,91593.24,0,Medium,3,2,125
C1186,Paula Duran,55,941,24-11-2015,5894935644,British,Artist,Basic,Bronze,258798.21,95965.85,5,9625.62,102778.94,142283.56,8369.74,76502.1,16139.24,733.06,0,Low,2,2,955
C1187,Eric Webb,28,310,19-11-2024,845.883.6524x3906,Indian,Engineer,Basic,Silver,41163.88,217891.8,0,4376.04,10853.61,119338.0,27904.21,45996.98,6829.37,25864.8,3,Medium,4,2,423
C1188,Janice Murray,23,498,08-07-2019,695-658-5566,Australian,Artist,Standard,Gold,385301.48,179826.32,5,42412.56,71540.03,75922.71,14491.83,54870.29,18196.98,28151.74,3,Medium,4,1,585
C1189,Peter Wells,32,646,01-03-2024,864.410.1135,New Zealander,Teacher,Basic,Bronze,404482.11,256345.56,2,48006.71,28815.11,101916.07,45708.45,63601.37,21879.74,37313.05,0,High,5,1,226
C1190,Billy Hurley,24,105,09-01-2025,347-930-2159,Indian,Artist,Basic,Gold,173204.84,227006.01,5,17192.58,82530.9,97243.79,25627.63,12876.35,6623.64,83474.84,1,Low,2,1,971
C1191,Evan Smith,57,572,17-08-2016,293.724.4676x1916,Australian,Banker,Basic,Gold,147823.18,67251.1,4,24359.52,66170.19,20104.06,32773.65,8003.6,18585.47,90011.86,2,Medium,4,2,731
C1192,Joel Hickman,64,413,04-09-2018,(423)464-3235x167,New Zealander,Artist,Basic,Platinum,409618.89,288011.09,1,241.59,49235.03,34007.33,36990.81,34889.93,25203.3,13430.58,5,Medium,4,2,556
C1193,Karla Patterson,44,893,28-12-2019,(278)368-8471x55080,British,Doctor,Basic,Gold,112611.98,185922.02,2,42935.68,28000.33,81254.09,13161.73,70906.87,2293.87,7540.0,0,High,1,2,887
C1194,David Ferguson,59,317,22-01-2017,+1-598-730-9300x0515,Australian,Artist,Premium,Bronze,337336.83,53103.57,3,11165.33,154428.97,110250.8,14549.96,37176.09,15312.36,39678.52,4,Low,2,1,875
C1195,Christina Bryant,54,243,07-08-2024,001-538-246-0052x85379,Indian,Teacher,Standard,Silver,375882.31,150215.99,2,2020.99,152294.48,35530.74,13217.86,18721.49,20057.57,51788.52,2,Medium,4,2,147
C1196,Adrian Sanford DVM,24,764,08-01-2018,933-746-7736x711,British,Engineer,Basic,Platinum,422389.97,86361.66,4,28508.01,75331.91,57399.26,29383.94,71858.13,2335.12,25158.64,1,High,4,2,936
C1197,Rebecca Jenkins,44,598,09-12-2021,001-262-246-6714x6489,Indian,Artist,Standard,Silver,236752.39,76697.32,4,32173.85,42303.42,28848.95,18111.15,57384.22,3549.91,23034.63,2,High,1,2,791
C1198,Timothy Foster,52,590,15-07-2017,982-546-3365x4743,New Zealander,Artist,Standard,Bronze,40549.64,22511.86,4,29617.38,26944.81,77383.78,44539.88,11749.21,4990.24,92244.69,4,Medium,5,1,999
C1199,Joshua Davis,64,941,13-09-2023,926-390-6783,British,Engineer,Standard,Bronze,315067.17,146709.9,3,8528.34,166072.71,90524.97,39730.8,65636.25,5456.52,65964.88,2,Low,3,2,710
